category,text
POL,Two jailed Maharashtra NCP legislators cast votes India NCP ChhaganBhujbal
POL,India National It's Lalu's family's tradition resign just before going jail
POL,India Presidential election: NCP denies supporting NDA pick Ram Nath Kovind
POL,the CAG gave Report Parliament that effect UPA had reduced India war capacity daysBut Parrikar rectified
POL,BJP U’khand has now decided waive off only the interest Farmers loansThis has led spate suicides
POL,NCP denies voting for RamNathKovind ?para m=- PresidentialElection PresidentialPoll2017
POL,And you can see the results from now? Tell you are astrologer you know BJP will jhol the EVMs?
POL,bouquet may presented the during his tours within India MHA all states
POL,President VicePresident are beyond politics political partiesNo party whip applies
POL,JustIn TMC gives notice Rajya Sabha for Tuesday discuss India -China standoff
POL,kept the Spirit Aam Aadmi Party alive
POL,bouquet presented Modi during tours within India Home Ministry Read ANI_news story -Mg/
POL,Congress living upto its Image being against all India stands for Yakub mercy Petition Against beibg renamed after Kalam Shame
POL,RSS/ BJP Plan Make India Hindu Rashtra (Nation)
POL,Protests over Indu Sarkar Post- Congress India Amusing Rahul Gandhi Speech
POL,Feku Modi’s Failed India DMK Unhappy Over BJP’s Autonomous Nomination Election Scams is… ?feature= player_embedded&v=2GShu4rPgdc
POL,This why Gorkhaland should made wish TMC say Bangladeshis back B'desh Gorkhas have every right everywhere India
POL,Presidential poll: NCP rubbishes ;rumours39; cross voting Indilens India economy
POL,New post Akali Dal seeks ban Delhi hookah bars
POL,Checkmate China: India US
POL,Heartiest Congratulations Shri MVenkaiahNaidu for being selected NDA candidate for Vice President India BJP
POL,Congratulations MVenkaiahNaidu being selected NDA candidate for India looks forward benefit from your vast experience
POL,Mira Kumar Best candidate for president India and hope samajwadi party also selected miraji
POL,Hearty congratulations TDP JaiTDP fans MVenkaiahNaidu being chosen Vice President India
POL,Congratulations NDA VicePresidential Candidate Sri MVenkaiahNaidu ji
POL,Heartiest Congratulations and best wishes Shri MVenkaiahNaidu for being selected NDA candidate for Vice President India
POL,Jaitapur nuclear power plant: French firm EDF makes fresh proposal NPCIL France India npp energy
POL,times BJP President
POL,heartiest congratulations MVenkaiahNaidu upon his being chosen the Vice President nominee NDA for the Republic India
POL,Someone from TDP going become for the first time
POL,MVenkaiahNaidu will have feeling will India President NDA voted power again Prediction
POL,Dear Many ppl across India gave LPG subsidy appeal Its high time ask Dalits drop reservation benefits will Will
POL,President Vice President India will all have the Sangh political DNA for the time Indian history!
POL,Congratulations Shri MVenkaiahNaidu being the unanimous choice NDA for the office Vice President India
POL,called Party gave OBC Prime Minister and Dalit (SC) Muslim President India Communal Casteist?
POL,endorsing farmer's son for the post Vice President India BJP has honoured millions farmers across the country
POL,Now India has dalit president
POL,Congratulations MVenkaiahNaidu for being nominated NDA candidate for the office Vice President India
POL,Glad that mVenkaiahNaidu nominated NDA candidate for India Looking forward his Rajya Sabha Chairpersonship
POL,India will elect president from the Dalit caste today's election
POL,Remember those days when Sikh was Hindu was Prez
POL,called oldest party and selective left secular brigade will field geelani for top post future for vote bank and make India Iraq syrea
POL,The 'god's gift' India said the man set not too long ago --/
POL,This pic took MVenkaiahNaidu this afternoon
POL,Congress their VicePresidential candidate GopalKrishnaGandhi only Terrorism legalise Terrorism India CongFieldsYakubBacker
POL,Filing petition cancel the MNF for PAKISTAN AND FORCE INDIA WAR BUSINESS IDEA?
POL,VenkaiahNaidu NDA nominee: With his candidature
POL,"Naidu has compared Modi avatar God who India was lucky have"" endeared him the bainjal"
POL,False optimism apart That would hoping against hope The way BJP Govt handling Kashmir doubt they want remain with India
POL,India Modi promised accelerating economic growth but has delivered accelerating intolerance toward Muslims
POL,Why INCIndia Congress attacking Madhur imBhandarkar film InduSarkaar that depicts India 'Emergency Rule'?
POL,See who giving certificates the corrupt sitting chief minister the independent india who went jail the charges corruption
POL,Could MNS explanation for why they don't want Pakistani people India
POL,Viral video shows TRS Corporator's henchmen thrashing man for refusing pay bribe India Today
POL,Hyderabad refuses accord relief TDP from flight ban Times India hyderabad
POL,RSS DESTROYING COUNTRY UNITY INDIA UNDER THREAT
POL,Sangh literally means UNION Wagle types are purposely ignoring RSS Skills Nation building Uniting India Namaste Sada Vatsale Matribhume
POL,प्रधानमंत्री_बेरोजगार_योजना modi's another masterstroke make youths india jobless
POL,बुलंद_भारत Indians have highest trust Modiji govt Its now our duty strengthen honest govt making India Congress Mukt K'taka
POL,Next India Why BJP chose Venkaiah Naidu -vic ?utm_source=article&utm_medium=&utm_campaign= via oneindia
POL,Despite BJP Gov making job creation its focus areas
POL,Congratulating MVenkaiahNaidu garu his selection4Vice President national politics the most accomplished from south India
POL,Besides artful acronyms
POL,‘Till there’s water sea
POL,‘Till there’s water sea
POL,‘Till there’s water sea
POL,‘Till there’s water sea
POL,What politics here?We not asking alternative flag India Kannada
POL,India get few ministers like him India will became real superpower hats off msisodia thanks AAP
POL,Inside observation that Naidu the for many MPs from South India TDP TRS
POL,Inside observation that Naidu the for many MPs from South India TDP
POL,Divide rule policy Congress seems hell bent breaking India for its own personal gains shame
POL,Well BJD Odisha cannot define India It's safe its own place But sadly live India minus Odisha
POL,Along with Gorkhaland 
POL,Only RlyMinister India -Made Indian Rlys Profit Making Org -5Consecutive Rly Budget FareHike Model for IIMs IstandWithLaluYadav
POL,One meeting with the Chinese Ambassador and this follows any case TMC transmogrified CPM Comes naturally berate India
POL,now what your decision after party decided vote Gandhi? India
POL,Accompanied Shri MVenkaiahNaidu while filed his nomination NDA nominee for the Vice President India
POL,BREAKING NSA briefs issue along the India -China border
POL,India was partitioned based Nation theory RSS Congress successfully countered the trauma partition fighting divisive forces
POL,Shri MVenkaiahNaidu files his nomination NDA nominee for the Vice President India New Delhi
POL,India Ruling Party ‘Dalit’ Presidential Candidate Just Pawn Modi’s Vote Bank Politics?
POL,Press Release: India Foundation Delegation Visit China for Annual Bilateral Dialogue with Fudan Univ Shanghai -fo --/
POL,CongSnubsTricolour Rest India don't worry
POL,letter the three NDA ministers
POL,With blessings narendramodi ji
POL,thanked the Prime Minister for assistance support provided Government India during floods Assam and other Northeastern states
POL,Massive support MVenkaiahNaidu filing nomination for Vice President India
POL,Who the most intelligent chief minister India now? Vibhor Sharma --?share=6248fcc0
POL,BJD support Gopalkrishna Gandhi election: Naveen Patnaik Times India
POL,IUML march Parliament India
POL,Before you issue any anti national certificate Senior BJP leader Former President India holding the Kannada flag
POL,India Inc remains averse hiring the near term doubts over the revival continues loom large
POL,Gauhati High Court dismisses petition Nagaland Chief Minister Shurhozelie Liezietsu seeking stay floor test: Press Trust India
POL,"Did INCIndia led UPA knowingly sabotage India UAV program? deal for Israeli UAV Heron"" for $210 million fell thru after govt change"
POL,Watch aamaadmiparty Govt Launches India Largest Career Counselling Project for th
POL,aamaadmiparty Govt Launches India Largest Career Counselling Project for th
POL,shame Sanghis saying Congress not RSS got india freedom but don't answer how all other colonies got independence along with India
POL,Coming Chandrasekaran Stalwarts India Inc The Tata Corporate Leadership Award ShereenBhan
POL,UNDP_ India UNDP the day soluti trafficking -YjpX6lrzU for Guatemala the rld Thank you
POL,narendramodi warmly recalled the successful visit TurnbullMalcolm India April
POL,Minister JulieBishopMP briefed the the progress bilateral relations since the visit TurnbullMalcolm India April
POL,Mayawati Ji's resignation from Parliament bold Historic step BspUp2017 AmbedkarCaravan mayawatinews india bsp Jybhim_Jybharat
POL,India and China need pull back and restore status quoNo time for adventurism: Former foreign Secy Shyam Saran joins IndiaToday
POL,Rahul met Chinese envoy along with Priyanka and Robert Vadra- which part India being bartered away China for help against BJP
POL,Dear Mayawati Resign from politics India will better without you She knows that she has only MLAs cannot become member
POL,Soon you will find CMs all over India it's beginning congress mukt Bharat
POL,Look this then congress BSYBJP and then President India waving flag almost years back oneUnionManyFlags
POL,BJP ruled Goa 'import' beef from Cong ruled Karnataka! Yeh hai cooperative federalism India istyle! ----EdV5UvBWRjSywpKHmPvMXM_amphtml
POL,Mayawati very much Aggressive and Proactive and another plus point her Capacity Organize All Over India with Cong
POL,Karnataka wants separate state flag the K’taka Govt putting its parochial politics over the idea India CongSnubsTricolour
POL,Bad news CMIE: “demonetisation wiped away around million jobs”; FICCI: India Inc averse hiring near term”
POL,viewpoint CNNnews18 Mayawati resigns what's happening Dalit politics india ODZ8MUJkR1lXYUR3cUx4WALMURVAVjp1snGyKDZZU2UN7KrhUOZg3QncaV5rLYYk
POL,bouquets for Narendra Modi tours India flower with khadi handkerchief book preferred -bouqu
POL,Samsung_IN Suggestion Comeout with for Mobile that Korean Brand and mnf India (Convey msg that not from mnf China)
POL,Chinese Party India CPI sureshnakhua TimesNow
POL,Prime Minister India shakes hands with Australian while Modiji looks VadraChinaTalks sanjayuvacha
POL,Darjeeling Lady restocking foods
POL,MNS chief Thackeray visit Pune next month Times India pune
POL,you dont like bjp vote for other party next election but you cnat say india oliga public then who you are are indians
POL,India secular state Would Asaram imprisoned were Catholic priest Mexico? highly doubt
POL,NPF Legislature Party Chief Whip issues whip party MLAs Business Standard
POL,Congress Family Party Playing with Internal and External Security India for Personal Ego against NDA GOI Gandhi Wadhra Answer
POL,Hope peace between India Pakistan would triumph over acrimony: Mehbooba Mufti The Indian Express
POL,explains how and why institution pawn the Govt BspUp2017 Jybhim_Jybharat AmbedkarCaravan alamgirizvi india bsp bspindia
POL,Congress Rahul Gandhi address Kisan Akrosh rally Rajasthan India Today) Rahul Gandhi Indian
POL,Kerala has best public healthcare run govt
POL,Does Pakistan through one its conspiracies again wants trigger riots India Sanjay Raut
POL,Does Pakistan through one its conspiracies again wants trigger riots India Sanjay Raut
POL,Short term politics long term poison Australian uranium sales India are unsafe and irresponsible!
POL,6000 Millionaires moved out India quite achievement BJP Government Make India boost PMOIndia
POL,government whose prime minister hasn't even held press conference India over years says citizens have RightToPrivacy
POL,Prime Minister Shri narendramodi meeting the top scientific officials Government India New Delhi
POL,Shameless opposition parties only want money for themselves! India remember these rascals their parties nxt time they come for your vote
POL,NPF approach President India recall Governor Nagaland staunch BJP RSS man) for showing biased favour towards BJP objectives
POL,now openly sided with India against Chinese aggression Dokalam narendramodi diplomatic efforts full swing WednesdayWisdom
POL,China wants India accept OBOR
POL,NRI TRS Bahrain team helped the paralysed patient financially&made necessary arrangements return India vanikumar78 RaoKavitha KTRTRS
POL,per instructions Chinese Ambassador understanding reached btw China Congress Party
POL,Today Karwar Office
POL,meets top scientific officials Government India nm- via NMApp
POL,China's economy grow calendar year While India economy expected expand the fiscal year ending March
POL,Farmers all over India today are looking towards RahulGandhi and Congress save them from debt and death! KisaanAakrosh किसानआक्रोश
POL,China ready attack India claims Mulayam Lok Sabha Samajwadi Party leader and former defence minister Mulaya…
POL,India Rebel NPF legislator Zeliang sworn Nagaland chief minister Times…
POL,BREAKING NEWS: NPF legislator TRZeliang sworn Nagaland ChiefMinister India
POL,FLASH Air India also decides lift the ban TDP Diwakar Reddy
POL,Air India also decides lift the ban TDP Diwakar Reddy
POL,JUST IndiGo
POL,This Excellent News Now TDP Diwakar Reddy
POL,Just Air India and IndiGo lift the ban TDP Diwakar Reddy
POL,After IndiGo
POL,All over India people are disturbed over meanness Naresh Agrawal Samajwadi Party This his quality
POL,Describing China bigger threat India than Pakistan
POL,'Books replace Bouquets' Presented copy 'Constitution India NDA VicePresidential nominee MVenkaiahNaidu New Delhi
POL,Dilip Turkey BJD cites international report stating that India one the most religiously intolerant country
POL,NPF expels Nagaland TRZeliang from party India
POL,Southern DMK politics was based anti- Hindu
POL,The Samajwadi Party leader also claimed that China had buried nuclear weapons Pakistan target India
POL,Flying ban TDP Diwakar Reddy lifted despite apology for 'manhandling incident' Times of… India business
POL,Because the Congress the Gandhis
POL,Modi's radio address MannKiBaat generated revenue about for All India Radio last fiscals
POL,Since incidents against Dalits are being reported from BJP -ruled states
POL,News Today: exposing the great onion scam: kisan trast
POL,India would like books instead bouquets
POL,First Congress divided India language then Caste Religion Now they want separate flags
POL,India most corrupt state Karnataka's separate Flag deigned its honour Great Gandhi Family shameonyou
POL,All India Radio generates crore through narendramodi MannKiBaat
POL,Just look tha records and think who best our India requested all party dont vote andh bhakti Vote support GGandhi
POL,Delighted book Indira
POL,IndiGo
POL,India Samajwadi Party Naresh Agarwal Links Hindu Gods Alcohol
POL,`Take deep breath Relax unusual activities along India -China borderChina playing intense mind games' IndiaFirst IndiaToday
POL,India politics needs Kangana call the bluff dynastics
POL,DGCA Three major airlines
POL,News Today: onion MSP per kg; bids rigged officials Rs210 per kg; big onion expose IndiaToday GetReal India
POL,indicating that must kill Gourakshk coz they pay roll Pakistan not favour India ShivSena PMOIndia
POL,Sub zero intelligence many the reason why Congress ruled over India for long
POL,Congrats narendramodi vijayrupanibjp Gujarat retains top position with most investment potential among states India
POL,SHARE MAX Young India Message Narendra Modi BJP max
POL,Facts spoken Ghulam Nabi Azaad about lynchings India RSS
POL,Not right criticise PCB for cos there were series Bangladesh and India during this period that got canceled due politics
POL,imposition: MNS DMK
POL,ArvindKejriwal probably the most accessible India Read how contact ArvindKejriwal -to
POL,Three major airlines
POL,Reason why India suffering because our Narendra Modi Pessimistic person ruined the economy wth his DEMONetisation decision
POL,When will Modi visit India and have Pakistan declared terrorist state India
POL,Bulletproof helmets for Army jawans courtesy NarendraModi Make India initiative
POL,India power lies its Democracy
POL,Bombay grants MNS corporator interim bail Times India pune
POL,think India waiting for Ram desend and withdraw the MNF status
POL,Law for politician
POL,India Financial Express AIADMK (Amma) Deputy General Secretary Dhinakaran today dismissed allegations
POL,China ready attack India Mulayam: Samajwadi Party leader and former Defence Minister Mulayam Singh Yadav We…
POL,BJP cell convener Vinod took crore bribe from Medical College influence the Medical Council India BJPMedicalHospitalScam
POL,Digital India another empty slogan for the Modi govt Shutting down the net times
POL,vindication India position the menace PAk sponsored terrorism the region
POL,Dinesh Ghodke are going India Radio
POL,दिल्ली_शिक्षा_क्रांति education revolution AAP Govt set the example all over India
POL,GST will transform the way India Inc conducts its business -commentary/ narendramodi
POL,Speaking favor Kannada
POL,very sad that PresidentialElection India conducted across party lines
POL,The direction BJP taking the country undermines India capabilities power ---RtXSligZ4FHH9sAJO7tq9Jhtml
POL,AIADMK The MOST Corrupt Party India AmitShah mounts scathing attack AIADMK TNCorruption
POL,RSS Man
POL,Ambassador France India Alexandre Ziegler called Chief Minister manoharparrikar
POL,Friends TRS leader involved drug racket: Digvijaya ?para m=-
POL,While BJP4India has been demanding resignation Bihar Deputy seems have lost sight its own ministers -bj
POL,India National Friends TRS leader Rama Rao involved Hyderabad drug racket: Digvijaya Singh
POL,Retweeted India Today IndiaToday Kamal Haasan join politics? Tamil star attend DMK event
POL,Why this question now
POL,Major setback for congress setback May setback today India with BJP!!
POL,This the promise employment? Skill India Kill India
POL,RJD always support Mayawati She one iron lady India Gowrishankar State President +919500113314 MisaBharti mkstalin
POL,Congrats First BJP nominated President the History India Hope will maintain the Dignity Our Beloved India RamNathKovind
POL,Retweeted India Today Showbiz Showbiz_IT ikamalhaasan AIADMK What will BiggBossTamil like
POL,Sheer joy interact with students Jamia Milia and talk about new Indira
POL,India National DMK says AIADMK should demand NEET exemption before extending support NDA nominee
POL,NDA RamNathKovind all set become the next President India official announcement awaited
POL,NDA RamNathKovind all set become the next President India official announcement awaited -upd
POL,BREAKING NDA RamNathKovind the President India
POL,BREAKING NDA Presidential candidate Ramnath Kovind crosses winning margin
POL,Congratulations Ramnath Kovind for the huge victory the Elections for President India Indeed historic moment
POL,Prime Minister RSS volunteer President India RSS volunteer RamNathKovind Vice President (soon) RSS volunteer God save pSeculars
POL,heartfelt Congratulations Ramnath Kovind for the victory the Elections for President India
POL,BJP workers celebrate Mumbai Ram Nath Kovind declared President India
POL,History making time independent INDIA Prime Minister Speaker President Vice President All will from BJP JAI HIND
POL,Presidential elections India are predictable congress presidential elections
POL,Congratulations Ram Nath Kovind being elected the President India Best wishes for fruitful inspiring tenure: narendramodi
POL,Historic moment for BJP Candidate supported NDA the President India MrRamNathKovind wins Post Independent India
POL,NDA candidate Ram Nath Kovind declared winner Presidential Election: will India President RamNathKovind congratulations
POL,Odisha Naveen_Odisha congratulates RamNathKovind being elected President India BJD had supported Kovind
POL,MEIRA KUMAR GETS FROM ANDHRA PRADESH The only state India which didn't give single vote for the Congress candidate Epic
POL,all Liberals India RamNathKovind Preident VenkaiahNaidu Vice President Modi Yogi MandirWahiBanega Guys Plz
POL,Congratulations RamnathKovind Sensible other parties dumped Congress elect RamnathKovind President India
POL,Proud moment for RSSorg Swayamsevaks holding the position narendramodi &Preof India RamnathKovind BJP Pre AmitShah
POL,Proud moment for RSSorg Swayamsevaks holding the position narendramodi &Preof India RamnathKovind &BJP Pre AmitShah
POL,Congratulations RamNathKovind Very Humble President India Powerful Feeling President from UP
POL,Congratulations RamNathKovind Very Humble President India Powerful Feeling President from UP
POL,RamNathKovind the President India Read the opposition parties dumped Congress voted Kovind
POL,Congratulations Shri Ramnath Kovind being elected President India Good luck new office nritrs TAUK_Official
POL,Pic Yrs before BJP Karyakarta with Other BJP Karyakarta Pic Yrs Later Prime Minister with President India RamNathKovind
POL,She the beat reporter for Congress Take seriously when she says And imagine the kind party Congress
POL,congratulates Shri Ram Nath Kovind being elected the President India nm- via narendramodi
POL,India Presidential election symbolises primacy caste politics the BJP's continued dominance polity and the Congress' lethargy
POL,India Presidential election symbolises primacy caste politics
POL,Delhi: Prime Minister narendramodi meets RamNathKovind elected President India
POL,National Democratic Alliance NDA candidate Ram Nath Kovind has won India presidential election
POL,Congratulations Sri RamNathKovind winning the Presidency elections becoming the first citizen India PresidentOfIndia
POL,behalf the General Secretary AIADMK (Amma)
POL,BB10 Kamal Haasan AIADMK What will Bigg Boss like Koovathur? India Today BiggBoss
POL,Dream achieved RSS background RamNathKovind President India narendramodi India Next illegal Bangladeshi Rohingya Free India UCC
POL,The ones Exposing Questioning BJP are being Targetted big time *Is this New India **No Place for Criticism?
POL,India refuses blink first Firmly tells China withdrawal from Doklam plateau should simultaneous Top focus IndiaFirst
POL,July July Neelam Sanjiva Reddy Was Sixth President India Was Also First Chief Minister Andhra Pradesh
POL,Its late but still self realisation good Arrogant Hope its not naqli like soul Ppl india already knew kicked naqlis out
POL,ShivSena AUThackeray Congratulate President India Hon Shri RAMNATH KOVIND
POL,July -25 July1987::Giani Zail Singh Was Seventh President India His Tenure Was Known For Uneasy Relationship With Rajiv Gandhi
POL,Congress President
POL,RamNathKovind elected the President India Hope RaGa will next Congress President make sure BJP win LokSabha
POL,RamNathKovind elected the President India Hope RaGa will next Congress President make sure BJP's win LokSabha
POL,They became President India cos Nation wants them but remains same bigot
POL,MehboobaMufti has hoped the tenure Shri Kovind President India would prove inspiring
POL,Senior BJP leader Murli Manohar Joshi congratulates RamNathKovind being elected President India PresidentialPoll2017
POL,Did they have inkling then that years later they'd President and Prime Minister India -modi
POL,great strides India marching
POL,2029 That when Modi will retire from active politics and longest serving India
POL,MNS lost bcoz created movement based Marathi identity with use violence disruption
POL,ikamalhaasan After making AIADMK furious
POL,AINRC Congratulates Sri Ramnath Govindh His Excellency Becoming the President the Republic India NRangasamy
POL,Wish him All Success NRangasamy President
POL,other parties understand that there Hindu vote bank that's becoming BJP's monopoly because TINA
POL,Picture Years before BJP Karyakarta with Other BJP Karyakarta Picture Years Later Prime Minister with President India
POL,All_ India Nameplate Outside Samajwadi Party Naresh Agarwal's House Blacken
POL,Indeed privilege conduct elections for IAS officers from Panchayats President India Democracy IAS
POL,more aggrieved the death Chester Bennington than suicide thousands farmers starvation mns than true Indian
POL,OfficeOfRG Rallies doesn't win elections: Despite chaos BJP creating India Cong clueless &unable capitalize INCIndia rssurjewala
POL,OfficeOfRG Rallies doesn't win elections Despite chaos BJP creating India Cong clueless &unable capitalize INCIndia rssurjewala
POL,THE INDIA whosoever may THE REAL BOSS READ THE CONSTITUTION INDIA Seems have forgotten school civics lessons
POL,Hearty congratulations and best wishes Shri RamNathKovind being elected the President India PMOIndia
POL,dcpbbsr Pls confirm the guidelines issued MHA
POL,India will see new light through QuestForEquity Watch LIVE IdeaOfIndia
POL,Mla's opposition party Maharshtra Vote for ShriRamnath Kovind ji(President India Dev_Fadnavis ShelarAshish poonam_mahajan
POL,CPI CHINA PARTY INDIA Freedom Speech Ours
POL,One the most distinguished defence ministers India apart from being Goa's how know manoharparrikar 
POL,Ram Nath Kovind landslide election president shows BJP under narendramodi only real national party India
POL,Talking about new book Indira
POL,All parties same India 
POL,Shivsena reaffirms its reputation the most thuggish political outfit India
POL,grass root BJP workers rose become Prime Minister and President India Yet
POL,#NAME?
POL,Prime Minister narendramodi share his thoughts MannKiBaat All India Radio July
POL,Press Council India (PCI) Convener
POL,While organisations like VHP demanded resignation Goa reactions SocialMedia are sarcastic बीफ_मंत्री
POL,6th BreakfastBriefing India Foundation Modi's visit USA Israel witnessed the participation from more than Foreign Missions
POL,Shri narendramodi congratulates the Shri Ram Nath Kovind
POL,Wish all Dalits India were 'Under' privileged the winning and loosing candidates the Presidential elections claim they were
POL,India Japan civil nuclear cooperation deal comes into force via narendramodi
POL,Visiting Press Council India (PCI) team today called Chief Minister Mehbooba Mufti discuss issues pertaining media J&K
POL,Excellent meeting with Chief Minister Uttarakhand tsrawatbjp UNDP_ India partnership
POL,India internal enemies: JKNC_ abdullah_omar his forefathers!
POL,NCP denies voting for Kovind ?para m=-
POL,Visiting Press Council India (PCI) team called former Chief Minister Omar Abdullah this morning
POL,Press Council India (PCI) headed its Convener Sinha met Abdullah_Omar and Senior Leaders Srinagar
POL,Attending the roadshow Mumbai
POL,While their party president appeals people vote per their conscience
POL,NPF Church: All must guard against BJP surge Times India Guwahati News
POL,Frankly speaking
POL,Frankly speaking
POL,through beef
POL,Does BJP think Indians are fools? Kill name cow India Ensure supply Goa; Celebrate victories with beef fests BJP4Beef
POL,BJP4Beef India become the Leading Exporter Beef under Modi regime Bjp double standard exposed
POL,JKNC_ farooq abdulla has knowledge shimla act non interference party between india pakkindly someone teach him
POL,Kamal Haasan hits out ruling party; BJP says DMK using actor Times India
POL,Kamal Haasan hits out ruling party; BJP says DMK using actor Times India
POL,Proud moment for India Stanford uni the best the world getting recognition there for Mohalla clinics huge achievement for AAP govt
POL,TMC launch 'Oust BJP from India programme from August MamataBanerjee (File pic)
POL,All India Trinamool Congress launch 'Oust BJP from India programme from August PTI quotes MamataOfficial
POL,NPF Church: All must guard against BJP surge Times India Yugvani
POL,NPF Church: All must guard against BJP surge Times India
POL,RSS thrice banned INDIA Congress Now it's Karyakartha's pics will adore every Govt offices all India RSSorg RSS_Org
POL,Central government has agreed amend the law wherein NRIs had travel India vote during elections
POL,Muslims India are under terror attack Modi mobs and BJP endorsing mob killings Muslims Watch this
POL,fact congress free bird now Can polls with young India
POL,TMC will launch ‘BJP Quit India movement August says Mamata Banerjee
POL,Press Council India team met MehboobaMufti today morning
POL,Press Council India team meets Chief Minister MehboobaMufti Srinagar parawahid jkpdp YouthJKPDP
POL,India incredibly shrunken presidency Modi has picked mediocre humdrum BJP loyalist
POL,Beside our PM
POL,India National BJP
POL,Congress Idea India sure OfficeOfRG will promote this MLA bigger positions
POL,Rape
POL,India Kerala Congress MLA Vincent booked charges rape
POL,Kerala Congress MLA Vincent booked charges raping woman India Today
POL,Mamata Banerjee's new attack BJP 'Quit India Movement'
POL,Kerala Congress Rape
POL,"Kerala Congress MLA Vincent booked charges raping woman India Today"""
POL,"Ahem Ahem TMC will start BJP Bharat Chorro BJP Quit India program from August Mamata calls for SECULAR grand alliance oust BJP"""
POL,Ahem Ahem TMC will start BJP Bharat Chorro BJP Quit India program from August Mamata calls for SECULAR grand alliance oust BJP
POL,Rape
POL,Rape
POL,Can RanjiTrophyTeam say they wil win the World Cup where National Teams play? Adding All India the name cant make TMC National Party
POL,Watch aapkaprithvi live now ibtimes_ india TheTalk AAPvsBJP AamAadmiParty DelhiTalwar ArvindKejriwal
POL,India needs strong prime minister
POL,Congress will also conduct campaign highlight the failures the MODIGOVERNMENT
POL,This great case confusion India sir Can you please tell what you mean saying resolve Kashmir Pls
POL,Aye
POL,Call them whatever you want
POL,India National Kerala Congress MLA booked for rape
POL,What happening today the systematic capture India democratic institutions the bureaucrats and the RSS: Rahul Gandhi
POL,Narendra Modi RSS want India surrender its voice
POL,Your couldn't shit when Gogoi was rewarded and proclaimed hero India for using human shield Today's​ murder done his battalion
POL,Chief minister India Nagaland state wins trust vote assembly
POL,BJP wants paint lie over India that they can return age kings and questions
POL,IndiaAgainstLynching Will the Prime Minister India call all the victims lynching his house?: asadowaisi NewsToday
POL,Dear hope
POL,'Our stance is: Kashmir integral part India there's need for involvement But': Dinesh Varshney
POL,Bugger partner crime may money laundering model Town killing wanted become toeing India friendly policy MNS
POL,who will having last laugh there are communal violence India Pakistan
POL,Modi
POL,Now which soap UP
POL,Cambridge Analytica has now interfered elections Brexit
POL,NPF expels MLAs
POL,After gap
POL,NPF holds beef feast mark BJP breakup
POL,Israel suggests India dropped principles for water tech?'Modi said
POL,Former and NCP leader FarooqAbdullah Friday said India needs take help from the China settle the Kashmir problem
POL,India July (ANI): The Nationalist Congress Party NCP has strongly supported Congress Vice President Rahul
POL,Bangladeshi come in
POL,his Inaugural Address
POL,Chiefs Staff Committee hosts farewell banquet for Hon’ble PresidentHon'ble Vice President
POL,polite reminder CPI (M) supported China's Invasion India not only that they blocked crucial supply line for
POL,BJP Betray's India Trust Sushma Swaraj misleads Parliament claiming that Indians may Jail They are not Mosul Indians
POL,NPF expels MLAs
POL,Nagaland: After Zeliang trust vote NPF expels MLAs from party
POL,NPP MLA writes Vasundhara Raje identify BJP MLAs who Times India via timesofindia
POL,Just imagine how much revenue Odisha could earned frm iron ore when it's export its peak mafia frm all ovr India
POL,Connect with the world twins! Watch India First Twin Reality Show IndiasBestJudwaah tonight only Zee TV!
POL,some one takes out statistics more dalits were harassed their land usurped during successive Cong BSP RJD regimes across India
POL,The UPA era's assault India spawning fact free irresponsible dangerous journalism
POL,DMK attacks Centre
POL,manakgupta FACTS: old CAG report UPA had reduced India war capacity daysBut Parrikar rectified STOP misleading
POL,Just like they claimed DMK brought cellphones India they claim that all social reform due EVRN
POL,But 
POL,Deputy Prime Minister Singapore
POL,Kerala Congress MLA Vincent arrested for rape Times India chukkuvellam
POL,Outlookindia the mention Kerala Congress MLA Vincent' appears your Now Trending Topic India trndnl
POL,Kerala Congress MLA booked for rape
POL,40% Fortune companies Asian
POL,Trends for India twitttrendscom CleanChitToAsaramBapuji Sushant Space Indian Premier League Kerala Congress MLA Vince
POL,Trends for India twitttrendscom PorusFirstLook Indian Premier League Patna Kerala Congress MLA Vincent Sushant Spa
POL,While Dalits Patidars and traders are unhappy with the BJP the Congress needs bring Opposition together -is
POL,reality under years BJD rule Odisha now features among the worst states India terms nutritional health indicators
POL,Modi truly sensual leader india ever had! After indira Gandhi this the only who not appease one community blv sabka sath
POL,When BDUTT questions the Prime Minister for every real and imaginary negative incident India what wrong people tag her with NDTV
POL,Another fraud scheme Crop insurers made 
POL,New Delhi India July (ANI): Following the Kerala Congress MLA Vincent's arrest charges rape
POL,India Kerala Congress MLA Vincent arrested over rape
POL,Prophecies_Of_Nostradamus great saint india who afraid the India SatlokChannel narendramodi HMOIndia
POL,This huge
POL,India July (ANI): Following the Kerala Congress MLA Vincent's arrest charges rape
POL,Without doubt Best Boldest BJP India MaheishGirri
POL,Pakistan taking Panama case more seriously than India Their may have step down And what are doing?
POL,very clear wht dream India real progressive country jobno progress only disturbance just Aashas only
POL,Shoving Hindi down majority Hindi speakers breaking India Why doesn't BJP nip the bud proving divisive?
POL,This man lost mental balance Show link where asked for GreaterBengal I've given link supported that act Now turn!!!
POL,Tbh the only party support India CPI (M)
POL,Friend who understands cricket asked about Sharif's chances Panamagate said MNS where India was when Ashwin got out
POL,Kerala Congress MLA Vincent arrested for sexual harassment
